"filename", "language", "YAML", "Markdown", "C++", "CMake", "Swift", "XML", "Dart", "JSON", "Properties", "Gradle", "comment", "blank", "total"
"d:\Print In Progress Company\edconnect_admin\macos\Runner\Assets.xcassets\AppIcon.appiconset\Contents.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 68, 0, 0, 0, 1, 69
"d:\Print In Progress Company\edconnect_admin\macos\Runner\Base.lproj\MainMenu.xib", "XML", 0, 0, 0, 0, 0, 343, 0, 0, 0, 0, 0, 1, 344
"d:\Print In Progress Company\edconnect_admin\macos\Runner\Info.plist", "XML", 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 1, 33
"d:\Print In Progress Company\edconnect_admin\macos\Runner\MainFlutterWindow.swift", "Swift", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 4, 16
"d:\Print In Progress Company\edconnect_admin\pubspec.yaml", "YAML", 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 24, 173
"d:\Print In Progress Company\edconnect_admin\windows\CMakeLists.txt", "CMake", 0, 0, 0, 89, 0, 0, 0, 0, 0, 0, 0, 20, 109
"d:\Print In Progress Company\edconnect_admin\windows\flutter\CMakeLists.txt", "CMake", 0, 0, 0, 98, 0, 0, 0, 0, 0, 0, 0, 12, 110
"d:\Print In Progress Company\edconnect_admin\windows\flutter\generated_plugin_registrant.cc", "C++", 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 4, 5, 42
"d:\Print In Progress Company\edconnect_admin\windows\flutter\generated_plugin_registrant.h", "C++", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 5, 6, 16
"d:\Print In Progress Company\edconnect_admin\windows\flutter\generated_plugins.cmake", "CMake", 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 6, 34
"d:\Print In Progress Company\edconnect_admin\windows\runner\CMakeLists.txt", "CMake", 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 7, 41
"d:\Print In Progress Company\edconnect_admin\windows\runner\flutter_window.cpp", "C++", 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 7, 16, 72
"d:\Print In Progress Company\edconnect_admin\windows\runner\flutter_window.h", "C++", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 5, 9, 34
"d:\Print In Progress Company\edconnect_admin\windows\runner\main.cpp", "C++", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 4, 10, 44
"d:\Print In Progress Company\edconnect_admin\windows\runner\resource.h", "C++", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 6, 2, 17
"d:\Print In Progress Company\edconnect_admin\windows\runner\utils.cpp", "C++", 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 2, 10, 66
"d:\Print In Progress Company\edconnect_admin\windows\runner\utils.h", "C++", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 6, 6, 20
"d:\Print In Progress Company\edconnect_admin\windows\runner\win32_window.cpp", "C++", 0, 0, 210, 0, 0, 0, 0, 0, 0, 0, 24, 55, 289
"d:\Print In Progress Company\edconnect_admin\windows\runner\win32_window.h", "C++", 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 31, 24, 103
"Total", "-", 105, 16, 573, 467, 92, 599, 14709, 1179, 8, 101, 1652, 2482, 21983
